"id";"title";"description";"cached_votes_up";"created_at";"retired_at"
"36179";"Eliminación restricciones vehículos sin etiqueta fuera de la M30";"";"2";"25/03/2024";""
"36182";"https://www.comunidad.madrid/servicios/salud/salud-mental";"<p>La red de atención social a personas con enfermedad mental cuenta con centros de distinto tipo que ofrecen, en régimen de atención diurna o residencial, programas y actividades para atender las distintas necesidades sociales de estas personas, apoyando la mejora de su autonomía y calidad de vida, potenciando la integración social y ofreciendo apoyo a las familias, todavía hay tabú sobre esos temas y desde la educación se debe aprender que las enfermedades mentales no significa que no estes cuerdo al igual que las enfermedades físicas que se tratan con normalidad en centros de salud, se debería especializar ciertos sanitarios en estos temas, reducir la demora de hasta 8 meses para ver a un psicólogo o psiquiatra etc.</p>";"6";"27/03/2024";""
"36183";"impuesto para caninos u otras mascotas";"<p>en Suiza y Alemania, tienen que pagar dos veces: primero para registrar a su(s) perro(s) y luego un impuesto municipal anual sobre los perros,depende del tamaño, peso y raza de su(s) perro(s) sólo los perros guias y de rescate están exentos o pagan impuestos reducidos; en Alemania desde el siglo XIX,se paga de media 140,Los perros considerados peligrosos y que pueden atacar a las personas se enfrentan a los impuestos más altos, de hasta 1.000 euros. </p><p>Puesto que en Madrid, en diez de los 21 distritos de la capital, hay más perros que niños de entre 0 y 9 años.</p>";"15";"27/03/2024";""
"36184";"Estudio impacto alérgico en la ciudadanía, plan de acción y viabilidad";"<p>Cada año, en mi familia, y en otras muchas personas y familias, resulta evidente por propia observación que se producen más y más (y en muchos casos durante un periodo más prolongado en el año) situaciones de alergia causada en las diferentes fases de vegetación en la ciudad (crupesáceas, plátano, gramíneas, etc.). Sea lo que sea que lo produce (En post-pandemia fue notable, quizá el impacto del cambio climático, etc). </p><p>Estas situaciones de alergia, en el mejor de los casos, producen molestias, consumo de medicación (basada en corticoides) que de otra forma sería innecesario y en casos más graves, faltas de concentración o incluso bajas laborales. </p><p>Creo que sería relevante llevar a cabo una encuesta en la ciudadanía sobre las afecciones alérgicas y a raíz de los resultados y conjuntamente con los datos que se dispongan sobre la vegetación y generales alergénicos, realizar un estudio de viabilidad - si procediese - que conlleve por ejemplo el reemplazo de vegetación con mayor impacto alergénico con otras especies de menor impacto. </p><p>Todo esto podría derivar potencialmente en un mayor bienestar, mayor eficiencia laboral, reducir consumo de medicación en mayores y pequeños de la ciudadanía de Madrid y convertirse quizá en un referente para otras ciudades en España y otros países.  </p>";"2";"28/03/2024";""
"36185";"Ampliación aceras de la calle Menéndez Pelayo";"<p>Hola!</p><p>Me gustaría proponer la reducción de carriles de coches, en favor de aceras más anchas, a lo largo de la calle Menéndez Pelayo. Principalmente desde el tramo de la rotonda que une dicha calle con Avenida de Nazaret y que termina con la calle O'donnell.</p><p>Creo que es una zona tensionada por las terrazas y aumentar la acera para quitar aunque sea un carril de los seis que hay actualmente para coches, sería lógico. Más cuándo tanto pasado la calle O'donnell, cómo la rotonda de Mariano de Cavia, se reducen de por sí. </p><p>No creo que afecte al tráfico de la zona y con cinco carriles para coches y transporte público, en vez de seis, y una acera más grande, va a ser considerado bueno tanto para bares de la zona cómo vecinos o turistas. </p>";"4";"28/03/2024";""
"36186";"Mejora Zonas Publicas Comunes e Infraestructuras en Zona Vallecas Villa";"<p>No es dificil darse cuenta de la desproporción existente entre las zonas publicas e infraestructuras (Parques, Calles, Aceras, Asfalto, Colegios, etcétera), de unos barrios y de otros en Madrid.Mas Concretamente, hablo de Villa de Vallecas, la que bajo mi punto de vista y con todos mis respetos por los que viven ahí, encuentro despreciada en todos los sentidos de la palabra y no hace falta mas que darse un paseo por sus calles para darse cuenta de que ahi no llegan nunca las obras publicas que en otras zonas se repiten doscientas veces si es necesario. Carriles bicis inexistentes o infrautilizados. Escasas zonas verdes. Aceras levantadas y con agujeros. Mal olor, edificios Viejos sin restaurar, Espacios Urbanos con mas derecho al coche que al peatón. En resumen que hay una brecha espectacular cuando cruzas la M30 y pasas de Arganzuela a Vallecas y no deberia ser así independientemente de la ideología politica de sus mandatarios. Que todos asumen en democracia. Con esto queda hecha mi propuesta.</p>";"4";"29/03/2024";""
"36187";"red paralela de aguas recicladas";"<p>El cambio climático afecta y las restricciones de agua que existen en otras ciudades españolas aun no han sido tomadas en Madrid. Peero ante la eventualidad de que fuera a ser necesario hacerlo, lo primero que popondría, posiblemente, es la eliminación del riego de jardines yel llenado de piscinas. Las zonas verdes de la ciudad , públicas y privadas, tienen la virtud de bajar la temperatura ambiental además de favorecerelsecuestro de CO2 por los árboles y plantas.Hace años se habló de crear una  red de agua depurada para riego, es el momento de usar los fondos nEXT para crearla y extenderla por toda la ciudad.La inversión serviría para acompañar <u><em>en verde</em></u> el cambio climático en Madrid, realzando la belleza de la ciudad y para el disfrute de todos los ciudadanos.</p>";"5";"01/04/2024";""
"36188";"Ampliacion en zona sur linea 11 de metro a cuatro vientos";"<p>En el proyecto de ampliación de la linea 11 de metro a Cuatro Vientos podía contemplar un ramal, que podia partir de la peseta y así dar servicio a una población bastante extensa en el entorno de la avenida de la Aviación donde la comunicación con trasporte público es muy escasa, dificultando la vida diaria.</p><p>No tiene sentido que desde la Fortuna se dirija a Cuatro vientos por el aeródromo donde no hay población</p>";"10";"02/04/2024";""
"36189";"Actividad de bailes castizos el dia de San Isidro";"<p>Ha quedado reflejado en el resumen de la propuesta . </p>";"2";"04/04/2024";""
"36190";"Mejora de los accesos de la A42 a la altura de Avenida Poblados";"<p>La propuesta consiste en mejorar esos accesos y se podría unir a la de soterramiento de la A42 (MAD-2024-01-35597) ampliándolo más allá de Plaza Elíptica, casi hasta la M40 para facilitar los accesos a la A42 y hacer un entorno mucho más limpio dado que se corresponde con una Zona de Bajas Emisiones. De esta manera cubriríamos varios de los objetivos de la Agenda 2030:</p><ul><li>Mejoraríamos la seguridad en los accesos a la A42.</li><li>Mejora en la sostenibilidad y el medio ambiente, al crear un ambiente más limpio en una ZBE y reduciéndose los gases en superficie. </li><li>Mejora en los accesos para el transporte público.</li><li>Mejora en el Plan de Urbanismo</li><li>Mejora de la movilidad en una zona altamente congestionada.</li><li>Mejora en la estrategias de inclusión, haciendo un pasillo verde desde Madrid Río al Parque Emperatriz Maria de Austria.</li></ul><p>Otro paso más para conseguir una ciudad inteligente, sostenible y con propuestas de alto beneficio medioambiental.</p>";"7";"05/04/2024";""
"36191";"Canchas de baloncesto en la zona de Vaguada-Fermin Caballero";"<p>Los niños que quieren jugar al baloncesto, tienen que ir a canchas de zonas muy lejanas del barrio, usando el transporte público o cruzando más de 10 semáforos en el trayecto. No hay ninguna cancha de baloncesto pública ni en el parque de la vaguada, ni en el parque norte o parques aledaños. Los más cercanos están en Ramón Gómez de la Serna, junto a la m-607 o en la Plaza de Ribadeo, por lo que los niños de la zona de la calle Fermín Caballero tienen que cruzar todo el barrio para acceder a alguna de las canchas de baloncesto que hay en los extremos del barrio.</p>";"2";"07/04/2024";""
"36192";" ""Glorieta"""" Centro Islámico de Barrio San Pascual""";"<p>La glorieta, en 2 medias mitades de la confluencia de calles cercano al centro cultural Islámico, para quien no la conocen, induce en algunos sentidos de coches a equívocos, conduciendo directamente en sentido contrario hacia la M-30.</p><p>Añado un resumen, donde se describe la situación y ver si hay posibilidad de hacer mejoras.</p>";"0";"07/04/2024";""
"36193";"AMPLIACIÓN Y  ARREGLO PARQUE INFANTIL ZONA COMILLASCON";"";"6";"08/04/2024";""
"36194";"testsia";"<p>testsia</p>";"0";"08/04/2024";"2024-04-08 11:22:59 +0200"
"36195";"testsia";"<p>testsia</p>";"0";"08/04/2024";"2024-04-08 11:23:39 +0200"
"36196";"testsia";"<p>testsia</p>";"0";"08/04/2024";"2024-04-08 11:24:11 +0200"
"36197";"testsia";"<p>&lt;a onclick=alert(1)&gt;</p>";"0";"08/04/2024";""
"36198";"Falta de pasos de cebra, badenes y papeleras al final de Doctor García Tapia.";"<p>Al final de la calle de Doctor García Tapia, en donde se hace bulevar y conecta con la M-40 hay una evidente falta de pasos de cebra. Esto supone un peligro ya que los peatones pasan de un lado al otro por cualquier parte, ya que están muy lejos unos de otros. La idea sería ponerlos entre medias de los existentes, cerca de la calle Riviera, y cerca de la calle Brujas.</p><p>También faltan papeleras en la parte central de la misma, existiendo simplemente una para una zona tan larga.</p><p>Por último creemos que sería necesario incorporar algún badén, sobre todo en dirección a la M-40, ya que los coches que pasan por ahí creen que ya están dentro de ella, con el peligro que esto supone para los viandantes.</p><p>En la imagen adjunta en colores son:</p><p>-Azul: El bulevar</p><p>-Verde: Los pasos de cebra actuales</p><p>-Naranja: Papelera</p>";"5";"08/04/2024";""
"36199";"Creación  de un censo canino de ADN.";"<p>Creación de un censo canino mediante ADN con el objeto de facilitar su identificación para proteger las mascotas y mantener las calles y otros espacios públicos libres de heces (cacas).</p>";"5";"08/04/2024";""
"36200";"Limpieza de rejillas, sumideros e imbornales de recogida de agua";"<p>Es inconcebible que se encuentre toda la rejilla semioculta que recorre la Gran Via en el estado de suciedad que está, no se ha realizado mantenimiento de la misma. Cuando llueve no cumple su funcion y al igual que la mayoria de sumideros, canaletas e imbornales que hay en Madrid. </p><p>Cuando se remodeló la Gran Via se dedicó una enorme cantidad de dinero, dentro del presupuesto total, en la instalacion de este tipo de canaleta oculta, y es vergonzoso el estado de la misma.</p><p>La recogida de aguas en una ciudad es una labor muy importante, pudiendo evitar males mayores (que es lo que pasa cada vez que caen trombas en Madrid). Parece mentira que se venda tanto ecologismo y no se reciclen las aguas pluviales para riego o labores de limpieza, y si no se hace una recogida pues no creo que se pueda reciclar correctamente.</p><p>Creo que es una propuesta que debe realizarse ya que veo que en el Ayuntamiento no son conscientes de esta incidencia en toda la recogida de aguas en Madrid. Hay mucho agente de movilidad multando, mucho vigiliante del SER multando, etc, pero el resto se vigila?</p>";"3";"08/04/2024";""
"36201";"Menos contaminación: Paseo de la Venta peatonal";"<p>Queremos realizar esta acción para que los niños y niñas puedan aprovechar esta zona para patinar, jugar, montar en bici, etc. También pensamos que de esta forma se reduce la contaminación ambiental y acúsitica de la zona.</p><p>Pensamos que también es un buen momento para acondicionar la zona con más servicios: fuentes, bancos, árboles, flores, zonas recreativas, etc</p>";"9";"09/04/2024";""
"36202";"Parque del Cerro del Almodóvar (Pegado al Gómez Ulla)";"<p>En el parque del cerro del Almodóvar de Carabanchel están haciendo muchas reformas a nivel de jardines e infraestructuras pero no están cuidado la seguridad nocturna del parque y sobre todo se permite acciones de índole ilegal como tocar instrumentos en la vía pública (ensayos) botellones día tras día e incluso movimientos sospechosos de delincuentes o gente de mala vida, incluso borrachos que pasan a la intemperie toda la noche y un gran etcétera. Por estas razones los vecinos del barrio pedimos más presencia policial para velar por la seguridad de las noches en el parque. </p>";"2";"09/04/2024";""
"36203";"Descanso del mayor";"<p>Accesibilidad </p>";"3";"09/04/2024";""
"36204";"Acceso a A3 por M45 desde rotonda Avda del Ensanche de Vallecas";"<p>Todos los vecinos del Ensanche de Vallecas para acceder a la A3 (una de las arterias de Madrid) tenemos que hacerlo a traves de la M45 y para coger ésta, tenemos que acceder desde la rotonda de la Avda del Mayorazgo (RAM) con el incremento notorio de kilometraje (líneas verdes), en lugar de hacerlo desde la rotonda Avda del Ensanche de Vallecas (RAEV) que sería lo más lógico (líneas rojas discontinuas) y todo ello se debe, a que no hay accesos a la M45 desde la RAM como sí los hay desde la RAEV.</p><p>Por lo tanto todo se solucionaría haciendo dichos accesos, desde la M45 hacia la RAEV y desde la RAEV a la M45</p><p>Gracias</p>";"27";"10/04/2024";""
"36206";"Mejoras por mal trato en comedor del CMM Manzanares,calle Lanzada,4 Madrid";"<p>No nos dejan elegir a los compañeros de mesa,teniendo que soportar esa obligación,pedimos q nos cambien y nada a pesar de haber mesas libres.,tampoco abren comedor domingos y festivos,el bar lo cierran antes delas 14,a las 13,45 así que no puedes pedir bebidas a camarera que no sea agua porque dice estar cerrado el bar y no tener llaves,la comida muchas veces está dura,no tienen aceite ni tampoco hielo.muy mal servicio.al menos que nos dejen elegir siio y con quine compartir mesa,nos lo imponen.Mal trato,sin empatía alguna a mayores.</p>";"1";"10/04/2024";""
"36207";"Exceso de velocidad";"<p>He observado en la calle Arturo Soria entre otras, que todos los vehiculos ya sean coches, motos o autobuses circulan en tramos horarios sin congestión a velocidadd muy superior a los 50 km/hora permitidos.Recomiendo la instalación de radares fijos o móviles que obligue a los conductores a respetar las normas de circulación,</p>";"6";"10/04/2024";""
"36208";"regularización de las aceras";"<p>regularización circulación solo peatonal para las aceras</p>";"3";"10/04/2024";""
"36209";"Realojo de chabolistas en los palacios de Zarzuela, Moncloa, Sol y Cibeles.";"<p>Puesto que muchos políticos españoles consideran normal que muchos ciudadanos tengan que aguantar poblados chabolistas junto a sus casas, porque quizás no haya suficiente dinero para mejorar las ayudas públicas actuales, propongo que las personas sin una vivienda digna sean realojadas de forma provisional en los grandes palacios de los altos cargos públicos, pues los altos salarios de estos servidores públicos sí alcanzan para comprar un piso digno.</p>";"5";"11/04/2024";""
"36210";"zona ser Calle Caleruega";"";"0";"11/04/2024";""
"36211";"Casa antiguo conserje okupada";"<p>Esta situado en la calle Castroverde  junto al colegio infantil Hiedra situado en la calle Amposta .</p><p>Acumulan dentro del recinto gran cantidad de chatarra y enseres con el peligro de que puedan causar daños al colegio infantil  ya que comparten patio separados por una valla .</p><p>Igualmente seria necesario vigilar ya que hay numerosos menores en el interior que no realizen ningun tipo de trabajo y sobre todo en horarios escolares.</p><p>Utilizar el espacio publico para equipamentos municipales , para de esta manera incrementar la seguridad en la zona.</p>";"9";"11/04/2024";""
"36212";"CENTRO DE MAYORES EN ALUCHE POR EL AYUNTAMIENTO CERCA DE CALLE ESCALONA-ILLESCA";"";"0";"11/04/2024";""
"36213";"Nuevas vallas en jardines de Moratalaz";"<p>Las vallas que rodean los jardines suelen estar rotas, oxidadas, e incluso en muchos de estos ni hay. El ayuntamiento no se hace cargo y los vecinos estamos asfixiados con tantas facturas. Queremos un barrio en condiciones, no un barrio cochambroso. </p>";"3";"13/04/2024";""
"36214";"Un rocódromo en el palacio de cristal ";"<p>Bueno quizá es una locura pero se podría construir un rocódromo dentro del palacio de cristal del Retiro.</p><p>Podría depender del polideportivo de la chopera, a efectos de las entradas para usarlo y de su mantenimiento.</p><p>Así le daríamos un uso deportivo a un edificio emblemático del parque del retiro</p>";"0";"13/04/2024";""
"36215";"Plantas trepadoras en las pantallas acústicas y poner zonas ajardinadas";"<p>Es necesario poner plantas trepadoras en las pantallas acústicas, que amortigüen el calor que desprenden las pantallas acústicas metálicas y eviten el mal efecto estético. Además el Ayuntamiento debe eliminar las malas hierbas de la calle Cerro de la Plata y poner una zona ajardinada. Se debe optar pot plantas que no requieran riego. Plantas aromáticas, hiedra......</p>";"10";"14/04/2024";""
"36216";"Soterrar el entorno del Arco de la Moncloa";"";"0";"14/04/2024";""
"36217";"La Guindalera sin vallas";"Sería genial quitar esas vallas para que el barrio esté más bonito y gane elegancia pero además que los ciudadanos podamos aprovecharlo, adultos, niños y también perros. Teniendo en cuenta que el volumen de perros ha doblado al de niños, necesitamos más espacio donde puedan jugar y estar fresquitos. Pero lo importante, quitar delimitaciones, cuidar esas zonas verdes y poder disfrutarlas.";"1";"14/04/2024";""
"36218";"Parques infantiles en Butarque. Villaverde ";"<p>En el barrio de Butarque (Villaverde) los parques infantiles están desfasados y son solo para niños pequeños.</p><p>Se necesita modernizar y ampliar los parques infantiles actuales, con grandes toboganes, columpios que fomenten su imaginación y que incrementen la agilidad y diversión de los niños.</p><p>Lo mismo en el Pase Fluvial Manzanares Sur donde hay mucho espacio pero poca diversión para los niños.</p>";"5";"14/04/2024";""
"36219";"Reurbanización de la calle Jerónima Llorente";"<p>Se propone eliminar una de las dos bandas de aparcamiento en la calle Jerónima Llorente en el tramo comprendido entre los números 1 y 67 de la misma para poder utilizar ese espacio en reurbanizar la calle ensanchando sus aceras y poder así plantar una hilera de árboles en alineación en uno de sus lados. Además, se propone instalar bancos entre los árboles que permitan el descanso y disfrute de la misma.</p><p>La calle Jerónima Llorente es una de las calles principales en el barrio de Bellas Vistas por su fisonomía, ya que atraviesa el barrio de norte a sur como una diagonal. Sin embargo, a pesar de los flujos de tráfico y peatones que soporta esta calle, su urbanización no permite el paseo y el desarrollo comercial por tener unas aceras demasiado estrechas. Eliminando una de sus dos bandas de aparcamiento de modo que los coches que estacionan en ella hayan de aparcar en la multitud de calles aledañas que permiten el aparcamiento se podrían ampliar las aceras a ambos lados de la misma, e incluso a lo largo de una de estas aceras ampliadas se podría plantar una hilera de árboles que diese sombra y embelleciese la calle. También se propone ubicar bancos para los viandantes entre los alcorques de los nuevos árboles.</p><p>Bellas Vistas es un barrio que necesita iniciativas que lo embellezcan y mejoren su urbanismo para que pueda progresar.</p>";"2";"15/04/2024";""
"36220";"Reurbanización de la Plaza Poeta Leopoldo de Luis";"<p>Se propone al ayuntamiento que reurbanice y reajardine el parquecillo creado sobre la losa del aparcamiento de titularidad municipal ubicado en la Plaza Poeta Leopoldo de Luis en el barrio de Bellas Vistas (entrada por calle de Navarra 15).</p><p>En el año 2009 el ayuntamiento de Madrid inauguró el aparcamiento para residentes de titularidad municipal en la Plaza Poeta Leopoldo de Luis en el barrio de Bellas Vistas (entrada por calle de Navarra 15).</p><p>Hace quince años de su inauguración y la plaza es un lugar degradado y antipático en la que sólo destacan los murales de grafitis que hay en los edificios de explotación del aparcamiento. El mobiliario urbano es insuficiente y está en malas condiciones, no hay plantas que trepen y tapicen las pérgolas, la jardinería no luce y los juegos infantiles necesitan una actualización. Sin embargo, lo peor es que debido a que se ubica sobre la losa del aparcamiento su ajardinamiento es escaso y se restringe a apenas unos arbustos, en las condiciones actuales no pueden plantarse árbole, ni siquiera de pequeño porte porque no hay espacio para que se desarrollen sus raíces por quedar sobre la placa de hormigón.</p><p>Se propone que el ayuntamiento acometa un reajardinamiento de la plaza más ambicioso que con la construcción de montículos como los que se pueden ver en la última reforma de Plaza de España que permita la plantación de árboles de pequeño porte que puedan dar algo de sombra en verano, así como que mejore la jardinería prescindiendo de tantas zonas duras y de pérgolas desnudas. También se propone que se actualicen los juegos infantiles para que los puedan disfrutar los niños.</p><p>El barrio de Bellas Vistas apenas tiene parques y jardines, y el ámbito de esta actuación se sitúa lejos de la Dehesa de la Villa, por lo que de materializarse la propuesta, ésta contribuiría a una revaloración y embellecimiento del barrio.</p><p>Bellas Vistas es un barrio que necesita iniciativas que lo embellezcan y mejoren su urbanismo para que pueda progresar.</p><p> </p>";"3";"15/04/2024";""
"36221";"Reurbanización de la calle Pamplona";"<p>La calle Pamplona es una de las pocas calles amplias y de aceras anchas que hay en el barrio de Bellas Vistas. Dispone de dos sentidos de circulación, banda de aparcamiento a ambos lados de la calle, una mediana con árboles de pequeño porte y dos bandas de aparcamiento adicionales a ambos lados de la mediana.</p><p>Se propone ampliar la mediana arbolada de la calle Pamplona eliminando las bandas de aparcamiento a ambos lados de la misma para crear un bulevar ajardinado más amplio en ella en el que plantar otros árboles de pequeño porte, arbustos o flores de manera que se embelleciera la calle, que así podría transformarse en un nuevo eje comercial y para el paseo en el barrio.</p><p>Bellas Vistas es un barrio que necesita iniciativas que lo embellezcan y mejoren su urbanismo para que pueda progresar.</p>";"6";"15/04/2024";""
"36222";"Mesas merendero en el Parque Forestal de Fuente Carrantona";"<p>Creemos necesario que se pongan mesas merendero en el Parque Forestal de Fuente Carrantona, para poder descansar, tomar algo o para hacer algún picnic, creemos que deberían colocarse a lo largo del parque. También incorporar papeleras al lado de las mismas para depositar los residuos generados.</p>";"7";"15/04/2024";""
"36223";"Estación de BiciMad en Puerta de Hierro";"<p>El Polideportivo Puerta de Hierro no dispone de una estación de BiciMad. Proponemos incluir al menos una, para permitir a los deportistas el acceso en bicicleta. </p><p>Su cercanía a la Vía Verde Ciclista de Madrid permitiría que muchos usuarios lleguen en bici al polideportivo. Además, reduciría los problemas tan graves de aparcamiento que tiene Puerta de Hierro. </p><p>Es una propuesta saludable que mejora la movilidad y conexión de este centro deportivo tan importante en nuestra ciudad. </p>";"2";"15/04/2024";""
"36224";"Cafetería en centro cultural Jose luis López Vázquez";"<p>Debido a la escasa presencia de establecimientos en la colonia fin de semana, sería muy conveniente la contrucción de una cafeteria en el centro cultural que daria servicio no solo a los estudiantes que pasan horas y horas, si no tambien a los vecinos que no tenemos donde tomarnos un refresco.</p><p>Considero que el centro cultural tiene espacio de sobra para la implantacion de un pequeño establecimiento similar a la que tienen otras bibliotecas como la Gloria fuertes de Barajas.</p>";"12";"15/04/2024";""
"36225";"parque publico colonia fin de semana";"<p>Creacion de un gran espacio para uso y disfrute de todos los vecinos no solo del barrio si no de alrededores como coslada o ciudad pegaso, se situaría entre las calles marzo al norte, fuencemillan al oeste, calle julio a sur y por ultimo al este prolongación y construccion de la calle fuenbellida hasta la avd de invierno. </p><p>Este parque incluye una gran zona deportiva al sur que comunica con la cancha que hay ahora y por cierto está con la mitad de la luminaría.</p><p>Segun el plano uranistico del barrio ya está preparado, solo falta el impulso de la ciudadanía para qu estos politicos no se duerman en lo laureles.</p>";"21";"15/04/2024";""
"36226";"Parques calle Mérida ";"Entre la calle Mérida y la calle Oberón hay un parque cerrado y anticuado que podría reformarse y hacer un parque para los niños o de entrenamiento canino. Es un espacio perdido y abandonado al que se le podría dar alguna utilidad.";"1";"16/04/2024";""
"36227";"Parque Calle Molina de Segura";"Entre la calle Molina de Segura y la calle Mérida hay un parque cerrado y anticuado que podría reformarse y hacer un parque para los niños o de entrenamiento canino. Es un espacio perdido y abandonado al que se le podría dar alguna utilidad.";"1";"16/04/2024";""
"36228";"homenaje ";"";"5";"16/04/2024";""
"36229";"Ensanchar aceras calle de El Greco";"<p> </p><p>Las aceras en la calle de El Greco  son extremadamente estrechas dificultando en gran medida su transito debido a la estrechez de las aceras al existir dos líneas de aparcamiento. Esta situación se agrava todavía más en la primera parte de la calle dónde hay que ocupar el espacio disponible para los coches cuando se cruzan dos personas porque no caben los dos a la vez. No se cumplen las normativas de las aceras en toda la calle.</p><p>Ni que decir tiene que los minusválidos que van con silla de ruedas, por norma general transitan por la carretera dado que la acera no permite su circulación porque no caben. </p><p>Considero que sería apropiado eliminar una línea de aparcamiento como se ha hecho en otras calles e implementar la zona SER en todo el barrio, ya que es zona fronteriza y mucha gente aparca en el barrio como zona disuasoria. </p>";"0";"16/04/2024";""
"36230";"cambiar los bolardos de aparcamiento por unos mas altos y más visibles.";"<p>Cambio de bolardos en zonas de aparcamiento por unos recubiertos de goma y más altos para que sean más visibles a la hora de estacionar.</p>";"6";"17/04/2024";""
"36231";"Valla de seguridad en esquina Mateo Inurria";"<p>Los vehiculos bajan por Mateo Inurria desde Plaza de Castilla muy lanzados, y la calle se estrecha justo en la esquina de Mateo Inurria/General Lopez Pozas donde existe una gasolinera con un semaforo. Esa esquina no tiene proteccion y los peatones estamos desprotegidos ante un vehiculo que viene de frente y ha de estrechar su paso justo. Hay un colegio a 200 metros y los consiguientes riesgos para los padres/niños.</p><p>Propongo instalar una valla/barandilla como existe en el resto de esquinas peligrosas de la ciudad para minimizar en cierta medida el riesgo de atropello.</p>";"5";"17/04/2024";""
"36232";"Cursos Centro Luca de Tena";"";"5";"17/04/2024";""
"36233";"VIGILANCIA POLICIAL EN MORATALAZ ";"";"20";"17/04/2024";""
"36234";"Atascos en Calle M-30";"<p>Los continuos atascos en la calle M-30 en horas punta mañana, reconozco que tendrán una difícil solución, pero creo que se pueden hacer obras parciales, de no mucho entidad, donde a buen seguro pueden dar mejoras en la circulación.</p><p>Así, todas las mañanas, el tramo de calle M-30 sentido norte, en los carriles laterales, desde que se sitúa la incorporación de la A-3 sentido Madrid hacia la calle M-30, se encuentra ya un atasco considerable en la calle M-30, en carriles centrales y en carriles laterales sentido norte.</p><p>Si bien una vez pasado una desviación de carriles laterales a central (entrada para Costa Rica pk aprox.7+900), el tráfico en carril central puede asumirlo y su circulación, aunque pesada es contante, no así en los carriles laterales que se continúan recargando por la llegada de más carriles de entrada a calle M-30 (entrada de la M-23, entrada de avenida de Marqués de Corbera, entrada Centro Islámico, entrada Avda. América, etc) por lo que estos carriles laterales están saturados, prácticamente parados hasta que nuevamente hay una desviación hacia el central (entrada para Costa Rica pk 5+100).</p><p>Mi propuesta de mejora es paliar ese atasco de carriles laterales haciendo una nueva desviación hacia carriles centrales en el tramo comprendido entre puente de Ventas-Alcalá y puente de la Avenida Donostiarra-Calero desde los carriles laterales, seguro que el atasco que hay formado aguas arriba puede paliarse en un poco en estos carriles laterales.</p><p>Otra propuesta de mayor calado sería ver como se puede hacer más eficiente la calle M-30, así si los tráficos en la mañana son sentido Norte mayoritariamente y en las tardes es sentido Sur, ¿no puede hacerse un carril reversible?</p>";"2";"17/04/2024";""
"36235";"Adición en el artículo 1; 2 apartado f";"<p>, especialmente en la defensa de las personas contra el edadismo, y sus consecuencias negativas para el desenvolvimiento igualitario de esta etapa avanzada de la vida.</p>";"0";"17/04/2024";""
"36236";"Anadir otro fin esencial en el Artículo 1, apartado 2";"<p>f) Orientar, ayudar y capacitar a los socios a acometer y desarrollar todo tipo de gestiones relacionadas con cualquier nivel de las Administraciones Públicas. Para ello, se habilitará los recursos necesarios de asesoria administrativa y jurídica que se precisen; teniendo en cuenta la disponibilidad y la organización racional de los recursos por cada Distrito.</p>";"0";"17/04/2024";""
"36237";"Añadir otro nuevo fin esencial en el Artículo 1, apartado 2";"<p>g) Orientar, acompañar y difundir, entre los socios a petición colectiva o individual de estos, sobre los recursos de todo tipo, índole o naturaleza con los que cuentan las Administraciones Públicas para subvenir a las necesidades legítimas y legales de carácter administrativo, social, participativos, etcétera. Para ello, y con carácter progresivo se desarrollan recursos humanos de asesoria y consulta jurídica. Todo ello, teniendo en cuenta la racionalidad organizativa y la distribución, densidad y repercusión en cada Distrito Municipal. </p>";"0";"17/04/2024";""
"36238";"Añadir otro nuevo fin esencial en el Artículo 1, apartado 2";"<p>h) Asegurar la comunicación fluida, eficaz y eficiente entre los socios y la Dirección del Centro, con la utilización de todos los medios actualmente posibles y vigentes.</p>";"0";"17/04/2024";""
"36239";"Anadir en el Artículo 1, apartado 3, una nueva sección";"<p>e) Mantener, con carácter trimestral, una reunión con la Junta Directiva de cada Centro, a fin de conocer de cerca y puntualmente las inquietudes, problemáticas, propuestas, objetivos y demás consideraciones de carácter general que se estimaren pertinentes. Para ello, en el plazo de seis meses desde la aprobación de estos Estatutos, se elaborará un Reglamento ad hoc, para dichas reuniones. </p>";"1";"17/04/2024";""
"36240";"Anadir en el Artículo 1, apartado 3, una nueva sección";"<p>f) Mantener puntualmente informada a la Junta Directiva del Centro de cada Centro en cuestión, de los cambios organizativos, administrativos y de servicios que se presten, tanto de titularidad pública como privada; a fin de recoger el pronunciamiento de ésta, además de valorar sus consideraciones en aspectos que afectan de forma directa a los socios. La Junta Directiva será oída, antes de la toma de decisiones, y se tendrán en cuenta sus observaciones, opiniones y alternativas.</p>";"1";"17/04/2024";""
"36241";"Linea bus adicional para conectar con hospital ";"<p>Los flujos actuales se concentran en distribuidores como 4 caminos y ejes como castellana que obligan a hacer escalas.</p><p>La mejor conectividad del hospital ayudará a reducir los problemas de aparcamiento y el acceso tanto para trabajadores como pacientes. Tanto del clínico como de la Jiménez Díaz.</p><p>Esta línea peemitiria también conectar mejor con el colegio Asunción Rincón, parque Santander y estadio de Vallehermoso.</p><p> </p>";"2";"18/04/2024";""
"36242";"BUS DIRECTO CENTRO DE SALUD MAQUEDA - HOSPITAL CLINICO";"";"3";"18/04/2024";""
